Date,Bitcoin
2019/12/31,9252.99
2020/1/1,9301.18
2020/1/2,9206.16
2020/1/3,9418.05
2020/1/4,9310.19
2020/1/5,9343.34
2020/1/6,9204.24
2020/1/7,8766.04
2020/1/8,8809.41
2020/1/9,9037.12
2020/1/10,8717.81
2020/1/11,8801.52
2020/1/12,8762.42
2020/1/13,8632.32
2020/1/14,8457.69
2020/1/15,8482.7
2020/1/16,8503.93
2020/1/17,8175.99
2020/1/18,8120.8
2020/1/19,8081.81
2020/1/20,7617.07
2020/1/21,7286.35
2020/1/22,7324.03
2020/1/23,6907.4
2020/1/24,7130.25
2020/1/25,7163.63
2020/1/26,7523.83
2020/1/27,7431
2020/1/28,7757.47
2020/1/29,7557.72
2020/1/30,7402.69
2020/1/31,7309.59
2020/2/1,7296.77
2020/2/2,7192.85
2020/2/3,7395.97
2020/2/4,7547.19
2020/2/5,7504.83
2020/2/6,7522.39
2020/2/7,7337.42
2020/2/8,7220.76
2020/2/9,7202.31
2020/2/10,7189.16
2020/2/11,7251.87
2020/2/12,7067.74
2020/2/13,7111.14
2020/2/14,6879.54
2020/2/15,6612.12
2020/2/16,7284.29
2020/2/17,7150.86
2020/2/18,7190.17
2020/2/19,7143.2
2020/2/20,7514.41
2020/2/21,7322.08
2020/2/22,7250.69
2020/2/23,7192.72
2020/2/24,7194.4
2020/2/25,7243.93
2020/2/26,7301.07
2020/2/27,7385.36
2020/2/28,7219.6
2020/2/29,7168.31
2020/3/1,7175.68
2020/3/2,6944.33
2020/3/3,7326.35
2020/3/4,7347.89
2020/3/5,7351.57
2020/3/6,7759.24
2020/3/7,8165.47
2020/3/8,8042.65
2020/3/9,7817.92
2020/3/10,8184.66
2020/3/11,8021.49
2020/3/12,8173.97
2020/3/13,8105.24
2020/3/14,8842.42
2020/3/15,8813.89
2020/3/16,8722.03
2020/3/17,8900.34
2020/3/18,8910.85
2020/3/19,8703.36
2020/3/20,8626.47
2020/3/21,8722.26
2020/3/22,8658.94
2020/3/23,8388.11
2020/3/24,8428.17
2020/3/25,8327.36
2020/3/26,8588.42
2020/3/27,8895.78
2020/3/28,9385.69
2020/3/29,9279.81
2020/3/30,9502.37
2020/3/31,9333.77
2020/4/1,9378.09
2020/4/2,9314.56
2020/4/3,9162.14
2020/4/4,9162.14
2020/4/5,9614.9
2020/4/6,9755.66
2020/4/7,9807.54
2020/4/8,9907.12
2020/4/9,10162.41
2020/4/10,9854.79
2020/4/11,10275.38
2020/4/12,10354.3
2020/4/13,10242.43
2020/4/14,10368.53
2020/4/15,9904.17
2020/4/16,9937.67
2020/4/17,9703.93
2020/4/18,10180.65
2020/4/19,9604.72
2020/4/20,9606.86
2020/4/21,9696.58
2020/4/22,9669.63
2020/4/23,9989.39
2020/4/24,9663.75
2020/4/25,9309.15
2020/4/26,8785.52
2020/4/27,8804.72
2020/4/28,8712.35
2020/4/29,8534.17
2020/4/30,8912.82
2020/5/1,8912.82
2020/5/2,8754.34
2020/5/3,8758.9
2020/5/4,9067.39
2020/5/5,9155.89
2020/5/6,8898.63
2020/5/7,8039.38
2020/5/8,7931.94
2020/5/9,7885.46
2020/5/10,7936.65
2020/5/11,4830.21
2020/5/12,5609.03
2020/5/13,5166.26
2020/5/14,5348.44
2020/5/15,5026.35
2020/5/16,5357.61
2020/5/17,5410.23
2020/5/18,6195.2
2020/5/19,6226.44
2020/5/20,6189.85
2020/5/21,5822.62
2020/5/22,6502.16
2020/5/23,6768.49
2020/5/24,6698.46
2020/5/25,6763.75
2020/5/26,6369.09
2020/5/27,6260.95
2020/5/28,5885.41
2020/5/29,6405.29
2020/5/30,6428.28
2020/5/31,6652.87
2020/6/1,6809.11
2020/6/2,6741.67
2020/6/3,6871.69
2020/6/4,6777.44
2020/6/5,7343.2
2020/6/6,7205.55
2020/6/7,7365.03
2020/6/8,7293.69
2020/6/9,6873.24
2020/6/10,6891.6
2020/6/11,6915.37
2020/6/12,6857.66
2020/6/13,6871.95
2020/6/14,6623.8
2020/6/15,7112.27
2020/6/16,7034.89
2020/6/17,7259.36
2020/6/18,7130.04
2020/6/19,6840.24
2020/6/20,6852.52
2020/6/21,7130.99
2020/6/22,7477.6
2020/6/23,7507.08
2020/6/24,7549.52
2020/6/25,7699.27
2020/6/26,7790.66
2020/6/27,7765.33
2020/6/28,8777.63
2020/6/29,8628.77
2020/6/30,8824.66
2020/7/1,8973.82
2020/7/2,8903.95
2020/7/3,8885.93
2020/7/4,9030.96
2020/7/5,9170.79
2020/7/6,10002.48
2020/7/7,9821.8
2020/7/8,9527.39
2020/7/9,8754.46
2020/7/10,8617.25
2020/7/11,8814.53
2020/7/12,9305.93
2020/7/13,9790.31
2020/7/14,9303.59
2020/7/15,9385.7
2020/7/16,9669.4
2020/7/17,9719.37
2020/7/18,9785.74
2020/7/19,9510.67
2020/7/20,9057.57
2020/7/21,9167.26
2020/7/22,9178.32
2020/7/23,8730.73
2020/7/24,8899.66
2020/7/25,8842.85
2020/7/26,9197.54
2020/7/27,9569.21
2020/7/28,9425.98
2020/7/29,9698.1
2020/7/30,9450.84
2020/7/31,10204.23
2020/8/1,9525.57
2020/8/2,9658.04
2020/8/3,9794.56
2020/8/4,9623.75
2020/8/5,9670.43
2020/8/6,9753.85
2020/8/7,9782.59
2020/8/8,9775.15
2020/8/9,9892.13
2020/8/10,9286.42
2020/8/11,9459.97
2020/8/12,9473.5
2020/8/13,9330.07
2020/8/14,9426.7
2020/8/15,9526
2020/8/16,9454.81
2020/8/17,9380.03
2020/8/18,9300.15
2020/8/19,9357.43
2020/8/20,9284.78
2020/8/21,9691.9
2020/8/22,9621.49
2020/8/23,9276.58
2020/8/24,9240.85
2020/8/25,9154.45
2020/8/26,9004.23
2020/8/27,9127.47
2020/8/28,9185.35
2020/8/29,9133.97
2020/8/30,9236.38
2020/8/31,9087.98
2020/9/1,9072.42
2020/9/2,9131.31
2020/9/3,9089.09
2020/9/4,9348.91
2020/9/5,9256.23
2020/9/6,9440.07
2020/9/7,9238.04
2020/9/8,9287.4
2020/9/9,9235.96
2020/9/10,9295.9
2020/9/11,9238.13
2020/9/12,9254.52
2020/9/13,9193.51
2020/9/14,9131
2020/9/15,9154.19
2020/9/16,9174.71
2020/9/17,9214.66
2020/9/18,9163.87
2020/9/19,9392.66
2020/9/20,9537.4
2020/9/21,9613.11
2020/9/22,9551.28
2020/9/23,9707.5
2020/9/24,9938.83
2020/9/25,11042.4
2020/9/26,10934.94
2020/9/27,11102.67
2020/9/28,11114.93
2020/9/29,11343.88
2020/9/30,11823.69
2020/10/1,11077.77
2020/10/2,11242.57
2020/10/3,11194.25
2020/10/4,11750.28
2020/10/5,11772.94
2020/10/6,11605.6
2020/10/7,11767.6
2020/10/8,11684.06
2020/10/9,11893.03
2020/10/10,11392.43
2020/10/11,11573.11
2020/10/12,11777.43
2020/10/13,11774.38
2020/10/14,11873.98
2020/10/15,11914.01
2020/10/16,12293.72
2020/10/17,11969.53
2020/10/18,11734
2020/10/19,11865.82
2020/10/20,11522.8
2020/10/21,11683.44
2020/10/22,11653.02
2020/10/23,11763.93
2020/10/24,11337.4
2020/10/25,11467.37
2020/10/26,11302.01
2020/10/27,11534.75
2020/10/28,11481.64
2020/10/29,11707.78
2020/10/30,11659.57
2020/10/31,11923.25
2020/11/1,11397.44
2020/11/2,10187.51
2020/11/3,10467.89
2020/11/4,10159.62
2020/11/5,10254.93
2020/11/6,10367.74
2020/11/7,10121.52
2020/11/8,10227.83
2020/11/9,10352.66
2020/11/10,10395.44
2020/11/11,10446.44
2020/11/12,10330.77
2020/11/13,10674.64
2020/11/14,10785.62
2020/11/15,10948.43
2020/11/16,10943.89
2020/11/17,10931.79
2020/11/18,11081.43
2020/11/19,10919.65
2020/11/20,10430.46
2020/11/21,10532.22
2020/11/22,10234.48
2020/11/23,10732.43
2020/11/24,10692.84
2020/11/25,10732.4
2020/11/26,10774.24
2020/11/27,10692.33
2020/11/28,10840.8
2020/11/29,10777.92
2020/11/30,10619.24
2020/12/1,10575.06
2020/12/2,10551.77
2020/12/3,10673.46
2020/12/4,10788.56
2020/12/5,10603.74
2020/12/6,10670.8
2020/12/7,10923.3
2020/12/8,11063.19
2020/12/9,11302.67
2020/12/10,11376.61
2020/12/11,11540.04
2020/12/12,11428.24
2020/12/13,11431.32
2020/12/14,11503.73
2020/12/15,11327.57
2020/12/16,11366.51
2020/12/17,11508.2
2020/12/18,11758.16
2020/12/19,11925.46
2020/12/20,12831.56
2020/12/21,12990.25
2020/12/22,12944.52
2020/12/23,13128.46
2020/12/24,13036.77
2020/12/25,13076.37
2020/12/26,13651.47
2020/12/27,13289
2020/12/28,13458.66
2020/12/29,13564.72
2020/12/30,13810.32
2020/12/31,13758.88
2021/1/1,13575.17
2021/1/2,14023.31
2021/1/3,14155.59
2021/1/4,15591.39
2021/1/5,15595.77
2021/1/6,14839.84
2021/1/7,15490.6
2021/1/8,15328.53
2021/1/9,15317.04
2021/1/10,15708.65
2021/1/11,16295.57
2021/1/12,16339.33
2021/1/13,16091.07
2021/1/14,15968.16
2021/1/15,16725.15
2021/1/16,17679.72
2021/1/17,17798.45
2021/1/18,17820.57
2021/1/19,18687.45
2021/1/20,18699.75
2021/1/21,18422.28
2021/1/22,18398.91
2021/1/23,19172.52
2021/1/24,18739.8
2021/1/25,17151.44
2021/1/26,17138.87
2021/1/27,17732.42
2021/1/28,18191.6
2021/1/29,19709.73
2021/1/30,18792.52
2021/1/31,19226.97
2021/2/1,19454.54
2021/2/2,18670.49
2021/2/3,19155.06
2021/2/4,19377.66
2021/2/5,19181.41
2021/2/6,18318.87
2021/2/7,18554.15
2021/2/8,18247.76
2021/2/9,18029.36
2021/2/10,18803.44
2021/2/11,19164.48
2021/2/12,19276.59
2021/2/13,19439.75
2021/2/14,21379.48
2021/2/15,22847.46
2021/2/16,23150.79
2021/2/17,23869.92
2021/2/18,23490.58
2021/2/19,22745.48
2021/2/20,23824.99
2021/2/21,23253.37
2021/2/22,23715.53
2021/2/23,24693.58
2021/2/24,26443.21
2021/2/25,26246.58
2021/2/26,27036.69
2021/2/27,27376.37
2021/2/28,28856.59
2021/3/1,28982.56
2021/3/2,29393.75
2021/3/3,32195.46
2021/3/4,33000.78
2021/3/5,32035.03
2021/3/6,34046.67
2021/3/7,36860.41
2021/3/8,39486.04
2021/3/9,40670.25
2021/3/10,40240.72
2021/3/11,38240.09
2021/3/12,35544.94
2021/3/13,34011.82
2021/3/14,37393.13
2021/3/15,39158.47
2021/3/16,36828.52
2021/3/17,36065.2
2021/3/18,35793.01
2021/3/19,36632.35
2021/3/20,36020.13
2021/3/21,35538.98
2021/3/22,30797.88
2021/3/23,33002.38
2021/3/24,32099.74
2021/3/25,32276.84
2021/3/26,32243.26
2021/3/27,32541.8
2021/3/28,30419.17
2021/3/29,33403.17
2021/3/30,34314.26
2021/3/31,34318.1
2021/4/1,33136.46
2021/4/2,33522.9
2021/4/3,35529.66
2021/4/4,37676.25
2021/4/5,37002.09
2021/4/6,38278.61
2021/4/7,39323.26
2021/4/8,38928.1
2021/4/9,46364.3
2021/4/10,46589.58
2021/4/11,44878.17
2021/4/12,48013.38
2021/4/13,47471.4
2021/4/14,47185.19
2021/4/15,48720.37
2021/4/16,47951.85
2021/4/17,49160.1
2021/4/18,52118.23
2021/4/19,51608.15
2021/4/20,55916.5
2021/4/21,56001.2
2021/4/22,57487.86
2021/4/23,54123.4
2021/4/24,48880.43
2021/4/25,50624.84
2021/4/26,46800.42
2021/4/27,46340.31
2021/4/28,46155.87
2021/4/29,45113.92
2021/4/30,49618.43
2021/5/1,48356.04
2021/5/2,50477.7
2021/5/3,48448.91
2021/5/4,48861.38
2021/5/5,48881.59
2021/5/6,51169.7
2021/5/7,52299.33
2021/5/8,54881.52
2021/5/9,55997.23
2021/5/10,57764
2021/5/11,57253.28
2021/5/12,61258.73
2021/5/13,59133.47
2021/5/14,55754.72
2021/5/15,56872.38
2021/5/16,58913
2021/5/17,57665.9
2021/5/18,58075.1
2021/5/19,58085.8
2021/5/20,57411.17
2021/5/21,54204.96
2021/5/22,54477.46
2021/5/23,52508.23
2021/5/24,51415.92
2021/5/25,55074.47
2021/5/26,55863.93
2021/5/27,55783.71
2021/5/28,57627.67
2021/5/29,58730.13
2021/5/30,58735.25
2021/5/31,58736.92
2021/6/1,59031.32
2021/6/2,57076.49
2021/6/3,58206.55
2021/6/4,59054.1
2021/6/5,58020.46
2021/6/6,55947.27
2021/6/7,58048.59
2021/6/8,58102.58
2021/6/9,59774
2021/6/10,59964.87
2021/6/11,59834.74
2021/6/12,63554.44
2021/6/13,62969.12
2021/6/14,63252.63
2021/6/15,61455.98
2021/6/16,60087.09
2021/6/17,56251.48
2021/6/18,55703.14
2021/6/19,56507.91
2021/6/20,53808.8
2021/6/21,51731.71
2021/6/22,51153.13
2021/6/23,50110.53
2021/6/24,49075.58
2021/6/25,54056.64
2021/6/26,55071.46
2021/6/27,54884.1
2021/6/28,53584.15
2021/6/29,57796.62
2021/6/30,57857.5
2021/7/1,56610.46
2021/7/2,57213.33
2021/7/3,53241.72
2021/7/4,57473.23
2021/7/5,56428.16
2021/7/6,57380.27
2021/7/7,58928.81
2021/7/8,58280.73
2021/7/9,55883.5
2021/7/10,56750
2021/7/11,49007.09
2021/7/12,49702.27
2021/7/13,49922.52
2021/7/14,46736.58
2021/7/15,46441.64
2021/7/16,43596.24
2021/7/17,42912.19
2021/7/18,36964.27
2021/7/19,40784.32
2021/7/20,37280.35
2021/7/21,37528.3
2021/7/22,34754.54
2021/7/23,38728.59
2021/7/24,38410.5
2021/7/25,39266.04
2021/7/26,38445.29
2021/7/27,35689.62
2021/7/28,34647.67
2021/7/29,35684.59
2021/7/30,37310.54
2021/7/31,36662.64
2021/8/1,37585.24
2021/8/2,39188.59
2021/8/3,36885.51
2021/8/4,35530.38
2021/8/5,35816.17
2021/8/6,33514.87
2021/8/7,33450.19
2021/8/8,37338.36
2021/8/9,36704.57
2021/8/10,37313.18
2021/8/11,35494.9
2021/8/12,39066.82
2021/8/13,40525.8
2021/8/14,40188.56
2021/8/15,38324.87
2021/8/16,38068.04
2021/8/17,35729.82
2021/8/18,35524.17
2021/8/19,35592.35
2021/8/20,31686.55
2021/8/21,32447.59
2021/8/22,33674.66
2021/8/23,34639.38
2021/8/24,31640.58
2021/8/25,32160.91
2021/8/26,34644.45
2021/8/27,34456.67
2021/8/28,35847.7
2021/8/29,35047.36
2021/8/30,33536.88
2021/8/31,33856.86
2021/9/1,34688.98
2021/9/2,35309.3
2021/9/3,33747.97
2021/9/4,34211.01
2021/9/5,33839.04
2021/9/6,32877.41
2021/9/7,33818.52
2021/9/8,33515.57
2021/9/9,34227.64
2021/9/10,33158.25
2021/9/11,32686.56
2021/9/12,32814.61
2021/9/13,31738.59
2021/9/14,31421.25
2021/9/15,31520.66
2021/9/16,31783.49
2021/9/17,30815.94
2021/9/18,29790.24
2021/9/19,32118.06
2021/9/20,32297.89
2021/9/21,33581.63
2021/9/22,34279.34
2021/9/23,35365.2
2021/9/24,37318.14
2021/9/25,39405.95
2021/9/26,40002.53
2021/9/27,40005.93
2021/9/28,42214.15
2021/9/29,41659.06
2021/9/30,40000.46
2021/10/1,39193.94
2021/10/2,38138
2021/10/3,39750.14
2021/10/4,40882
2021/10/5,42825.95
2021/10/6,44634.13
2021/10/7,43816.14
2021/10/8,46333.46
2021/10/9,45608.37
2021/10/10,45611.46
2021/10/11,44417.78
2021/10/12,47833.98
2021/10/13,47112.19
2021/10/14,47056.41
2021/10/15,45982.55
2021/10/16,44648.57
2021/10/17,44777.86
2021/10/18,46734.65
2021/10/19,49327.75
2021/10/20,48932.02
2021/10/21,49335.68
2021/10/22,49523.5
2021/10/23,47744.58
2021/10/24,48972.09
2021/10/25,46962.8
2021/10/26,49056.86
2021/10/27,48897.65
2021/10/28,48806.78
2021/10/29,47074.77
2021/10/30,47155.87
2021/10/31,48862.76
2021/11/1,49329.01
2021/11/2,50035.33
2021/11/3,49947.38
2021/11/4,51769.06
2021/11/5,52677.4
2021/11/6,46809.17
2021/11/7,46078.38
2021/11/8,46368.69
