,Date,Bitcoin,Gold,rt_bitcoin,rt_gold,sigma_bitcoin,sigma_gold
336,8/13/17,3868.52,1286.1,0.004071092,0,0.730235046,0.104309728
337,8/14/17,4282.992,1282.3,0.101779826,-0.002959043,0.729148947,0.104153953
338,8/15/17,4217.028329,1270.3,-0.015521138,-0.009402247,0.734919346,0.104028481
339,8/16/17,4179.97,1272.75,-0.008826623,0.001926821,0.734161996,0.104184348
340,8/17/17,4328.725717,1285.15,0.034969138,0.009695529,0.733231743,0.104045139
341,8/18/17,4130.440067,1295.8,-0.046889252,0.008252822,0.73278269,0.104234513
342,8/19/17,4104.71,1295.8,-0.00624886,0,0.733720925,0.104327857
343,8/20/17,4157.958033,1295.8,0.012889001,0,0.732748324,0.104174786
344,8/21/17,4043.722,1292.9,-0.027858541,-0.002240508,0.731718953,0.104022387
345,8/22/17,3986.28,1284.2,-0.01430709,-0.006751801,0.731461018,0.103887342
346,8/23/17,4174.95,1286.65,0.046243917,0.001905985,0.730681354,0.103893279
347,8/24/17,4340.316717,1289,0.03884494,0.001824783,0.73082794,0.10375658
348,8/25/17,4331.77,1285.3,-0.001971087,-0.00287457,0.730573247,0.103619303
349,8/26/17,4360.513317,1285.3,0.006613549,0,0.729563734,0.103497241
350,8/27/17,4354.308333,1285.3,-0.001424007,0,0.728518554,0.103348458
351,8/28/17,4339.05,1285.3,-0.003510346,0,0.727511986,0.103200314
352,8/29/17,4607.98545,1318.65,0.060135336,0.025616332,0.726533432,0.103052805
353,8/30/17,4594.98785,1308.5,-0.002824654,-0.007727043,0.727623177,0.105178677
354,8/31/17,4582.52,1311.75,-0.002717046,0.002480681,0.726643072,0.105231218
355,2009/1/17,4911.740017,1320.4,0.069379196,0.006572597,0.72566562,0.105103487
356,2009/2/17,4580.38748,1320.4,-0.069844664,0,0.727512416,0.105102142
357,2009/3/17,4585.57,1320.4,0.001130819,0,0.730505914,0.104954007
358,2009/4/17,4344.098317,1333.1,-0.054096201,0.009572336,0.729496001,0.104806496
359,2009/5/17,4488.72014,1335.55,0.032749399,0.001836135,0.730957531,0.104967862
360,2009/6/17,4385.02,1337.85,-0.023373428,0.001720656,0.730457479,0.104832225
361,2009/7/17,4654.6585,1343.5,0.059674359,0.004214301,0.73001946,0.104695754
362,2009/8/17,4310.750183,1346.25,-0.076756601,0.0020448,0.731041045,0.104608741
363,2009/9/17,4312.26,1346.25,0.000350183,0,0.734682452,0.104477154
364,2009/10/17,4329.955,1346.25,0.004095021,0,0.733686773,0.104332756
365,2009/11/17,4248.090017,1334.2,-0.019087675,-0.008991088,0.732679294,0.104188954
366,2009/12/17,4198.59,1326.5,-0.01172072,-0.005787967,0.732080735,0.104316263
367,9/13/17,3961.271267,1327.55,-0.058183754,0.000791244,0.731275836,0.104284674
368,9/14/17,3319.63,1324.55,-0.17671167,-0.002262359,0.733002432,0.104144155
369,9/15/17,3216.43,1322.85,-0.031581282,-0.001284279,0.75399297,0.104019111
370,9/16/17,3763.62604,1322.85,0.157110816,0,0.753824809,0.103883106
371,9/17/17,3746.060783,1322.85,-0.004678035,0,0.767884601,0.103742247
372,9/18/17,3678.53,1312.1,-0.018191614,-0.008159593,0.766907141,0.10360196
373,9/19/17,3943.413333,1309.6,0.069533461,-0.00190716,0.766214114,0.103679785
374,9/20/17,3977.561667,1311.3,0.008622309,0.001297264,0.767856717,0.103551887
375,9/21/17,3894.48,1292.1,-0.021108819,-0.01475021,0.76683809,0.103418728
376,9/22/17,3637.50255,1294.8,-0.068262832,0.002087441,0.766245206,0.103983208
377,9/23/17,3776.3869,1294.8,0.037470372,0,0.768602501,0.103859438
378,9/24/17,3777.62,1294.8,0.000326476,0,0.768258205,0.103721247
379,9/25/17,3942.555,1293.3,0.042734809,-0.001159152,0.767253726,0.103583606
380,9/26/17,3910.307383,1300.05,-0.008213005,0.005205634,0.767144131,0.103450382
381,9/27/17,3881,1282.55,-0.007523133,-0.013552442,0.766240928,0.103402867
382,9/28/17,4201.98905,1283.35,0.079465144,0.000623563,0.765329916,0.103849008
383,9/29/17,4193.574667,1283.1,-0.002004484,-0.000194822,0.767795695,0.103714228
384,9/30/17,4164.27,1283.1,-0.007012523,0,0.766823012,0.103578428
385,2010/1/17,4360.722967,1283.1,0.046096872,0,0.765912779,0.103443141
386,2010/2/17,4386.88375,1273.7,0.005981261,-0.007352974,0.76596372,0.103308384
387,2010/3/17,4394.07,1271.25,0.001636782,-0.001925382,0.764971434,0.103341225
388,2010/4/17,4225.175,1274.25,-0.039195225,0.002357102,0.763989628,0.10321777
389,2010/5/17,4338.852,1274.5,0.026549117,0.000196175,0.764206697,0.103103442
390,2010/6/17,4318.58,1261.8,-0.004683152,-0.010014672,0.763510395,0.102970766
391,2010/7/17,4376.191667,1261.8,0.013252219,0,0.762588086,0.103146742
392,2010/8/17,4602.280883,1261.8,0.050373161,0,0.761654344,0.103014466
393,2010/9/17,4605.66,1278.75,0.000733957,0.013343765,0.761939177,0.102882698
394,2010/10/17,4782.28,1291.4,0.037631438,0.009843863,0.760980743,0.103315783
395,2010/11/17,4819.485767,1289.25,0.007749815,-0.001666247,0.760658176,0.103489622
396,2010/12/17,4822.17,1290.25,0.000556799,0.000775344,0.759698759,0.103366125
397,10/13/17,5563.806567,1299.6,0.143058474,0.007220527,0.758751842,0.103237393
398,10/14/17,5739.438733,1299.6,0.031078915,0,0.76921613,0.103270278
399,10/15/17,5825.99,1299.6,0.014967518,0,0.768638408,0.103140139
400,10/16/17,5711.205867,1303.3,-0.019898756,0.002842985,0.767727074,0.103010492
401,10/17/17,5603.71294,1284.75,-0.019000783,-0.014335363,0.767152461,0.102906907
402,10/18/17,5594.66,1280.2,-0.001616832,-0.003547831,0.766551802,0.103401023
403,10/19/17,5727.6335,1286.4,0.023489872,0.004831304,0.765627489,0.103308587
404,10/20/17,5979.45984,1281.2,0.043027792,-0.004050481,0.764869172,0.103253222
405,10/21/17,5986.44,1281.2,0.001166675,0,0.764752398,0.10317288
406,10/22/17,5983.18455,1281.2,-0.000543952,0,0.763819187,0.103045132
407,10/23/17,5876.079867,1274.9,-0.018063109,-0.004929395,0.762899976,0.102917858
408,10/24/17,5900.59,1276.45,0.004162496,0.001215043,0.762289801,0.102861776
409,10/25/17,5669.622533,1275,-0.039929803,-0.001136609,0.761356106,0.102740483
410,10/26/17,5893.138417,1273.75,0.038666151,-0.000980873,0.761632051,0.102617782
411,10/27/17,5889.82,1266.45,-0.000563257,-0.005747595,0.76134869,0.102494618
412,10/28/17,5776.69695,1266.45,-0.01939338,0,0.760443131,0.102465174
413,10/29/17,6155.43402,1266.45,0.063503215,0,0.759878926,0.10234048
414,10/30/17,6136.49,1272,-0.003082355,0.004372754,0.760916905,0.102216241
415,10/31/17,6388.645167,1270.15,0.040269305,-0.001455461,0.760040364,0.102152271
416,2011/1/17,6665.306683,1277.05,0.042393745,0.005417727,0.759821722,0.102034308
417,2011/2/17,6751.98,1279.2,0.012919829,0.001682152,0.759688197,0.102001783
418,2011/3/17,7197.72006,1267.2,0.063928522,-0.00942514,0.758806837,0.101888403
419,2011/4/17,7437.543317,1267.2,0.032776277,0,0.759844254,0.102024312
420,2011/5/17,7365.99,1267.2,-0.009667135,0,0.759352119,0.101902234
421,2011/6/17,6989.071667,1270.9,-0.052525722,0.002915569,0.75858625,0.101780592
422,2011/7/17,7092.127233,1275.6,0.01463759,0.003691345,0.759628805,0.101686218
423,2011/8/17,7128.64,1284,0.005135144,0.006563549,0.758773315,0.101607589
424,2011/9/17,7158.03706,1284.8,0.004115317,0.000622859,0.757876107,0.101616955
425,2011/10/17,6719.39785,1284.3,-0.063237245,-0.000389241,0.75698338,0.10149819
426,2011/11/17,6569.22,1284.3,-0.022603441,0,0.758784068,0.101378722
427,2011/12/17,5716.301583,1284.3,-0.139073084,0,0.758341001,0.101259398
428,11/13/17,6550.227533,1277.95,0.136177767,-0.004956591,0.769132243,0.101140495
429,11/14/17,6493.63,1274.6,-0.008678091,-0.002624828,0.777677142,0.101091489
430,11/15/17,7301.42992,1282.2,0.117248512,0.005944949,0.776879889,0.100992102
431,11/16/17,7815.0307,1280,0.067978684,-0.001717275,0.782765934,0.100980057
432,11/17/17,7868.77,1284.35,0.006852868,0.003392676,0.78394918,0.100870381
433,11/18/17,7817.140383,1284.35,-0.006582953,0,0.783041837,0.100788188
434,11/19/17,8007.654067,1284.35,0.024079035,0,0.782220373,0.100671482
435,11/20/17,8049.72,1286.2,0.005239466,0.001439381,0.781497414,0.10055518
436,11/21/17,8059.8,1283.3,0.001251434,-0.002257249,0.780598841,0.100445846
437,11/22/17,8268.035,1286.95,0.025508133,0.002840193,0.77971459,0.100344134
438,11/23/17,8236.72,1290.35,-0.003794669,0.002638422,0.779028395,0.100253399
439,11/24/17,8250.978333,1290.5,0.001729573,0.000116241,0.77818888,0.100159635
440,11/25/17,8707.407267,1290.5,0.053842294,0,0.777311273,0.100045321
441,11/26/17,8768.8,1290.5,0.007025894,0,0.777652761,0.09993132
442,11/27/17,9718.29505,1294.9,0.10281023,0.003403732,0.776771144,0.099817707
443,11/28/17,9952.50882,1291.85,0.023814465,-0.002358173,0.780853572,0.09973875
444,11/29/17,9919,1283.85,-0.003372552,-0.006211924,0.780135124,0.099641051
445,11/30/17,10147.372,1280.2,0.022762646,-0.00284706,0.779304787,0.0996365
446,2012/1/17,10883.912,1275.5,0.07007098,-0.003678057,0.778572435,0.099546165
447,2012/2/17,10879.88,1275.5,-0.000370524,0,0.779833722,0.099471097
448,2012/3/17,11332.622,1275.5,0.040770257,0,0.778984938,0.09935954
449,2012/4/17,11584.83,1273.45,0.022011014,-0.001608506,0.778732274,0.099248358
450,2012/5/17,11591.22,1266.3,0.000551431,-0.00563049,0.777990589,0.099144104
451,2012/6/17,13540.98,1263.7,0.155472728,-0.002055337,0.7771441,0.099120461
452,2012/7/17,16501.97167,1255,0.197759226,-0.006908353,0.787742459,0.099021053
453,2012/8/17,16860.88,1250.65,0.021516277,-0.003472156,0.805320954,0.099041598
454,2012/9/17,15142.83415,1250.65,-0.107468719,0,0.804533455,0.098963577
455,2012/10/17,14869.805,1250.65,-0.01819478,0,0.810190839,0.09885433
456,2012/11/17,15068.95,1247.15,0.013303689,-0.002802468,0.809614315,0.098745445
457,2012/12/17,17276.39333,1240.9,0.136704687,-0.005024025,0.808745951,0.098656935
458,12/13/17,16808.36667,1242.65,-0.027464244,0.001409273,0.816119463,0.098615628
459,12/14/17,16252.31,1251,-0.033641726,0.006697035,0.815815858,0.098514402
460,12/15/17,17771.9,1254.6,0.089383506,0.002873565,0.8157377,0.098537084
461,12/16/17,19498.68333,1254.6,0.092728384,0,0.818133693,0.098454697
462,12/17/17,19279.9,1254.6,-0.011283839,0,0.820768024,0.098347662
463,12/18/17,18961.85667,1260.6,-0.016633685,0.004771001,0.820048125,0.098240975
464,12/19/17,17737.11167,1260.35,-0.066770269,-0.000198338,0.819439771,0.098200844
465,12/20/17,17382.94,1264.55,-0.020169884,0.003326867,0.821187303,0.098094762
466,12/21/17,16047.51,1264.55,-0.079935568,0,0.820661565,0.098021603
467,12/22/17,15190.945,1264.55,-0.054854171,0,0.823387704,0.097916175
468,12/23/17,13776.61,1264.55,-0.0977273,0,0.824315312,0.097811085
469,12/24/17,13949.175,1264.55,0.01244814,0,0.828584165,0.097706333
470,12/25/17,14119.02833,1264.55,0.012103048,0,0.827716352,0.097601918
471,12/26/17,13740.94,1264.55,-0.027143717,0,0.826849429,0.097497836
472,12/27/17,15589.32167,1279.4,0.126206474,0.01167489,0.826505008,0.097394086
473,12/28/17,14380.58167,1291,-0.08070737,0.009025894,0.832292108,0.09767023
474,12/29/17,14214.01,1291,-0.011650703,0,0.834951414,0.097792517
475,12/30/17,13215.574,1291,-0.072832115,0,0.834224077,0.097689096
476,12/31/17,14165.575,1291,0.069418743,0,0.836242458,0.097586002
477,2001/1/18,13796,1291,-0.02643603,0,0.837179257,0.097483234
478,2001/2/18,15005.85667,1312.05,0.084061874,0.016173688,0.836797963,0.097380789
479,2001/3/18,15053.26167,1314.9,0.00315412,0.002169818,0.83866072,0.097989622
480,2001/4/18,15039.24,1314.5,-0.000931905,-0.000304252,0.83779037,0.097899953
481,2001/5/18,17174.12,1317.15,0.132740814,0.002013946,0.836943205,0.097797932
482,2001/6/18,17319.198,1317.15,0.008411998,0,0.843245081,0.097707054
483,2001/7/18,17155.95,1317.15,-0.009470545,0,0.842370937,0.097605435
484,2001/8/18,15265.90667,1319.95,-0.116723032,0.002123546,0.841618375,0.097504132
485,2001/9/18,14714.25333,1311,-0.036805381,-0.006803652,0.847555889,0.097415328
486,2001/10/18,14437.42,1319.75,-0.018993191,0.00665212,0.847516848,0.097437875
487,2001/11/18,13296.794,1323.05,-0.082300494,0.002497353,0.846932322,0.097455917
488,2001/12/18,13912.882,1326.8,0.04529222,0.002830351,0.849537477,0.097372276
489,1/13/18,13791.19,1326.8,-0.008785191,0,0.849335758,0.09729355
490,1/14/18,13852.92,1326.8,0.004466058,0,0.848567504,0.097193813
491,1/15/18,14012.196,1339.25,0.011432053,0.009339728,0.847702693,0.097094382
492,1/16/18,13554.14,1333.85,-0.033236058,-0.004040258,0.846850452,0.0972256
493,1/17/18,11116.94667,1335.65,-0.198221365,0.001348567,0.846674192,0.097170052
494,1/18/18,11345.42333,1332.2,0.020343761,-0.002586354,0.863883409,0.09707594
495,1/19/18,11174.82,1334.95,-0.015151399,0.002062127,0.863098481,0.096995257
496,1/20/18,12950.79333,1334.95,0.147494014,0,0.862414725,0.096908079
497,1/21/18,11505.228,1334.95,-0.118355507,0,0.870057083,0.096810143
498,1/22/18,11513.42,1332.6,0.000711771,-0.001761917,0.87568857,0.096712504
499,1/23/18,11223.064,1333.4,-0.025542365,0.00060015,0.874820002,0.096623433
500,1/24/18,11282.25833,1353.7,0.005260486,0.015109513,0.874354462,0.096527277
501,1/25/18,11392.03,1354.95,0.009682556,0.000922969,0.873479786,0.097024238
502,1/26/18,10969.815,1353.15,-0.037766578,-0.001329345,0.872613941,0.096929172
503,1/27/18,11524.77667,1353.15,0.049351801,0,0.872533747,0.096837286
504,1/28/18,11431.37,1353.15,-0.00813788,0,0.872456945,0.096740791
505,1/29/18,11212.655,1343.85,-0.019318279,-0.006896579,0.87167145,0.096644584
506,1/30/18,10184.06167,1344.9,-0.096219134,0.000781032,0.87106855,0.096673005
507,1/31/18,10082.52,1345.05,-0.010020685,0.000111526,0.874494977,0.096578702
508,2002/1/18,9083.258333,1341.35,-0.104370256,-0.002754618,0.873731377,0.096483238
509,2002/2/18,8901.901667,1331.15,-0.020168051,-0.007633339,0.877814153,0.096407994
510,2002/3/18,8852.73,1331.15,-0.005539038,0,0.87721542,0.096463672
511,2002/4/18,8400.648333,1331.15,-0.052417001,0,0.876402147,0.096368868
512,2002/5/18,6838.816667,1333.6,-0.205694171,0.001838822,0.876894549,0.096274343
513,2002/6/18,6925.46,1331.4,0.012589761,-0.001651032,0.893897516,0.096188655
514,2002/7/18,8099.958333,1324.65,0.156654442,-0.005082747,0.893050755,0.096101754
515,2002/8/18,8240.536667,1315.45,0.017206554,-0.006969461,0.901307422,0.096074241
516,2002/9/18,8245.08,1314.1,0.000551188,-0.001026792,0.90049061,0.096104477
517,2002/10/18,8319.876566,1314.1,0.00903076,0,0.899625414,0.096013738
518,2002/11/18,8343.455,1314.1,0.00282998,0,0.898761318,0.095920657
519,2002/12/18,8068.02,1322.3,-0.0335693,0.006220624,0.897895226,0.095827846
520,2/13/18,8597.7675,1325.35,0.063594478,0.002303931,0.897611722,0.095833867
521,2/14/18,9334.633333,1336.25,0.082228921,0.008190608,0.898091567,0.09575497
522,2/15/18,9471.64,1352.45,0.014570573,0.012050579,0.899547806,0.095832257
523,2/16/18,10127.16167,1352.1,0.066919018,-0.000258823,0.898719925,0.096104647
524,2/17/18,10841.99167,1352.1,0.068205624,0,0.899336344,0.096012772
525,2/18/18,11085.83,1352.1,0.022241004,0,0.900006244,0.095920942
526,2/19/18,11110.965,1346.6,0.002264742,-0.004076042,0.899257533,0.095829375
527,2/20/18,11390.39167,1339.85,0.024837705,-0.00502523,0.898406297,0.095780428
528,2/21/18,11245.98,1330.5,-0.012759433,-0.007002856,0.897697938,0.095753203
529,2/22/18,9931.071667,1328.35,-0.124342337,-0.001617241,0.896975795,0.095785327
530,2/23/18,10162.11667,1327.95,0.02299836,-0.000301171,0.902579833,0.095701156
531,2/24/18,10171.3,1327.95,0.000903275,0,0.901848288,0.095610892
532,2/25/18,9696.593333,1327.95,-0.047795408,0,0.901005923,0.09552065
533,2/26/18,10348.60333,1333.5,0.065076946,0.004170665,0.901228543,0.095430664
534,2/27/18,10319.46,1325.75,-0.002820134,-0.005828728,0.901744632,0.095383953
535,2/28/18,10370.165,1317.85,0.0049015,-0.005976716,0.900924666,0.09537888
536,2003/1/18,11009.38167,1307.75,0.059814855,-0.007693518,0.900082333,0.095377826
537,2003/2/18,10931.12,1322.3,-0.007134021,0.011064541,0.900366806,0.095434194
538,2003/3/18,11326.94833,1322.3,0.035570927,0,0.899586876,0.095647227
539,2003/4/18,11430.18167,1322.3,0.009072677,0,0.899094926,0.095558129
540,2003/5/18,11516.83,1320.4,0.007552072,-0.001437924,0.898265615,0.095469279
541,2003/6/18,10763.19833,1331.4,-0.067676691,0.008296299,0.897435256,0.095385711
542,2003/7/18,10118.058,1329.4,-0.061811005,-0.001503308,0.898608475,0.095465654
543,2003/8/18,9920.46,1321,-0.019722457,-0.006338687,0.899461678,0.09538296
544,2003/9/18,9089.278333,1320.6,-0.087503777,-0.000302847,0.898863753,0.09539292
545,2003/10/18,8746.002,1320.6,-0.038498832,0,0.901228618,0.095305256
546,2003/11/18,8777.37,1320.6,0.003580137,0,0.901101041,0.095217619
547,2003/12/18,9182.843333,1319.15,0.04516007,-0.001098589,0.90027607,0.095130224
548,3/13/18,9154.7,1322.75,-0.003069479,0.002725313,0.900054497,0.095045964
549,3/14/18,9153.54,1323.55,-0.000126719,0.000604618,0.899256464,0.094977127
550,3/15/18,8358.121667,1318.75,-0.090906969,-0.003633202,0.898446425,0.094891321
551,3/16/18,8530.402,1310.1,0.020402767,-0.006580848,0.901009163,0.094836726
552,3/17/18,8297.89,1310.1,-0.027635223,0,0.900281549,0.094854679
553,3/18/18,8171.415,1310.1,-0.015359177,0,0.899850307,0.094768566
554,3/19/18,8412.033333,1312.4,0.029021132,0.001754052,0.899183549,0.094682687
555,3/20/18,8605.64,1311,0.022754582,-0.001067317,0.898589024,0.094604606
556,3/21/18,8947.753333,1321.35,0.038984674,0.007863736,0.897898371,0.094521835
557,3/22/18,8690.408333,1329.15,-0.02918255,0.005885699,0.897519096,0.09458562
558,3/23/18,8725.37,1346.6,0.004014947,0.013043257,0.897133859,0.094583534
559,3/24/18,8662.378333,1346.6,-0.007245555,0,0.896329799,0.09490386
560,3/25/18,8617.296667,1346.6,-0.005217895,0,0.895579864,0.094818785
561,3/26/18,8457.96,1352.4,-0.018663414,0.004297895,0.894815674,0.094733938
562,3/27/18,7876.195,1341.45,-0.071263091,-0.008129673,0.894215818,0.094692541
563,3/28/18,7960.38,1332.45,0.010631818,-0.006731766,0.895508077,0.094766027
564,3/29/18,7950.61,1323.85,-0.001228082,-0.006475195,0.894725976,0.09478945
565,3/30/18,6882.531667,1323.85,-0.144262096,0,0.89394437,0.094804405
566,3/31/18,6935.48,1323.85,0.007663706,0,0.901107892,0.094720321
567,2004/1/18,6937.56,1323.85,0.000299862,0,0.90031568,0.094636461
568,2004/2/18,7035.848333,1323.85,0.014068143,0,0.899526985,0.094552823
569,2004/3/18,7410.435,1333.45,0.051870871,0.007225411,0.898769221,0.094469406
570,2004/4/18,7426.48,1337.3,0.002162849,0.002883087,0.898786812,0.094508647
571,2004/5/18,6826.51,1327.7,-0.084238429,-0.007204534,0.897999756,0.094444862
572,2004/6/18,6603.876667,1331.2,-0.033156712,0.002632669,0.899999146,0.094483846
573,2004/7/18,6634.68,1331.2,0.004653587,0,0.899705959,0.094417195
574,2004/8/18,7017.656667,1331.2,0.056118917,0,0.898920631,0.094334627
575,2004/9/18,6699.273333,1331.95,-0.046430291,0.000563243,0.899092093,0.094252275
576,2004/10/18,6784.41,1338.95,0.01262827,0.005241691,0.899214164,0.094170853
577,2004/11/18,6926.266667,1350.75,0.020693615,0.008774269,0.898458698,0.094152552
578,2004/12/18,7847.845,1341.35,0.124918024,-0.006983424,0.897776153,0.094248573
579,4/13/18,7941.46,1343.7,0.011858166,0.001750433,0.902107911,0.094280793
580,4/14/18,8036.511051,1343.7,0.011897903,0,0.901348078,0.094206103
581,4/15/18,8340.748333,1343.7,0.0371579,0,0.900590368,0.094124717
582,4/16/18,8368.1,1349.35,0.003273917,0.004195992,0.900188759,0.094043541
583,4/17/18,7895.416926,1342.1,-0.058144402,-0.005387444,0.89941556,0.094002656
584,4/18/18,8164.937426,1351.45,0.033566608,0.006942539,0.900005726,0.093989418
585,4/19/18,8175.96,1348.6,0.001349078,-0.002111073,0.899530888,0.09401873
586,4/20/18,8852.718333,1336.75,0.079526427,-0.008825722,0.898764959,0.093948753
587,4/21/18,8807.205,1336.75,-0.005154432,0,0.899949854,0.094047916
588,4/22/18,8930.6,1336.75,0.013913445,0,0.899215299,0.093967637
589,4/23/18,8933.861667,1324.3,0.000365157,-0.009357277,0.898480839,0.093887563
590,4/24/18,9555.542,1328.85,0.067272561,0.003429889,0.897723759,0.094007814
591,4/25/18,9658.11,1321.65,0.010676677,-0.005432951,0.898317446,0.093954727
592,4/26/18,9258.398333,1320.7,-0.042266909,-0.000719057,0.897569711,0.093942216
593,4/27/18,9010.32,1321.5,-0.02716048,0.000605556,0.897565848,0.093863865
594,4/28/18,8928.55,1321.5,-0.009116579,0,0.897153258,0.093785399
595,4/29/18,9334.281667,1321.5,0.044439816,0,0.896461212,0.093706288
596,4/30/18,9259.57,1313.2,-0.008036212,-0.006300548,0.896253325,0.093627378
597,2005/1/18,9239.55,1307.1,-0.002164428,-0.004655964,0.895555155,0.093638222
598,2005/2/18,9221.426,1304.2,-0.001963494,-0.002221117,0.894820053,0.093608219
599,2005/3/18,9639.268333,1315.05,0.044315517,0.008284862,0.894085857,0.093540678
600,2005/4/18,9753.35,1309.4,0.011765609,-0.004305671,0.893878762,0.093617756
601,2005/5/18,9803.306667,1309.4,0.005108928,0,0.893151163,0.093580957
602,2005/6/18,9630.136277,1309.4,-0.017822367,0,0.892407894,0.093502941
603,2005/7/18,9631.44,1309.4,0.00013537,0,0.891836737,0.09342512
604,2005/8/18,9228.608333,1306.6,-0.042724487,-0.002140674,0.891103521,0.093347493
605,2005/9/18,9322.041667,1313.85,0.010073407,0.005533415,0.891121982,0.093280124
606,2005/10/18,9310.37,1318.8,-0.001252835,0.003760474,0.890395874,0.093271828
607,2005/11/18,8468.788,1324.35,-0.094741428,0.004199541,0.889671982,0.093226482
608,2005/12/18,8484.346667,1324.35,0.001835492,0,0.892255516,0.093188959
609,5/13/18,8463.52,1324.35,-0.002457734,0,0.891523486,0.093112166
610,5/14/18,8652.038333,1319.85,0.022029776,-0.003403679,0.890806528,0.093035562
611,5/15/18,8511.458,1295,-0.016381683,-0.019007399,0.890181772,0.092984881
612,5/16/18,8471.06,1291.25,-0.004757607,-0.002899954,0.889596536,0.093706606
613,5/17/18,8106.118333,1289.5,-0.044036522,-0.001356195,0.888896776,0.093647913
614,5/18/18,8240.055,1288.3,0.016387892,-0.000931027,0.888951735,0.093575168
615,5/19/18,8239.08,1288.3,-0.000118331,0,0.888277307,0.093500538
616,5/20/18,8507.406667,1288.3,0.032048469,0,0.887561068,0.093424371
617,5/21/18,8385.556187,1288.35,-0.014426432,3.88E-05,0.887099066,0.09334839
618,5/22/18,8396.63,1293.05,0.001319711,0.003641439,0.886495976,0.093272605
619,5/23/18,7555.74,1289,-0.105522896,-0.003137045,0.885781237,0.093226714
620,5/24/18,7566.193333,1304.85,0.001382539,0.012221368,0.889060804,0.093172228
621,5/25/18,7576.78,1303.5,0.001398229,-0.001035137,0.888345846,0.093424762
622,5/26/18,7342.908333,1303.5,-0.031353312,0,0.887632583,0.09335161
623,5/27/18,7361.831667,1303.5,0.002573775,0,0.887331948,0.093276419
624,5/28/18,7344.56,1303.5,-0.002348866,0,0.886620154,0.093201409
625,5/29/18,7459.876667,1295.5,0.015578978,-0.006156233,0.88592256,0.09312658
626,5/30/18,7385.395,1300.7,-0.01003448,0.00400586,0.885258067,0.093133319
627,5/31/18,7386.72,1305.35,0.000179392,0.003568623,0.884615239,0.093094102
628,2006/1/18,7535.146667,1294.6,0.019894503,-0.008269437,0.88391419,0.093047675
629,2006/2/18,7645.146667,1294.6,0.014492727,0,0.883293761,0.093120069
630,2006/3/18,7637.14,1294.6,-0.001047836,0,0.882627706,0.093045902
631,2006/4/18,7500.273333,1295.45,-0.018083723,0.000656358,0.881935231,0.092971912
632,2006/5/18,7615.722142,1292.05,0.015275349,-0.002628021,0.88139555,0.092899127
633,2006/6/18,7619.43,1300.1,0.00048675,0.00621108,0.880740027,0.092839922
634,2006/7/18,7676.271667,1297.25,0.007432406,-0.002194545,0.880048006,0.092850235
635,2006/8/18,7620.153333,1298.25,-0.007337477,0.000770564,0.879357646,0.092786905
636,2006/9/18,7615.54,1298.25,-0.000605595,0,0.878706633,0.092715082
637,2006/10/18,6776.888333,1298.25,-0.116672848,0,0.878022298,0.092642052
638,2006/11/18,6875.678333,1299.6,0.014472257,0.001039321,0.882062701,0.092569193
639,2006/12/18,6879.31,1298.65,0.000528051,-0.000731261,0.881408451,0.092498953
640,6/13/18,6315.7,1296.15,-0.085479759,-0.001926931,0.880721888,0.092427483
641,6/14/18,6647.013333,1302.75,0.051129034,0.005079083,0.882606023,0.092362795
642,6/15/18,6637.41,1285.25,-0.001445804,-0.013524163,0.882644622,0.092346273
643,6/16/18,6509.426667,1285.25,-0.019470444,0,0.881965428,0.092660934
644,6/17/18,6464.411667,1285.25,-0.006939377,0,0.881451705,0.092588744
645,6/18/18,6445.79,1281.55,-0.002884801,-0.002882969,0.880803084,0.092516723
646,6/19/18,6737,1276.15,0.044187517,-0.00422255,0.880133651,0.092461862
647,6/20/18,6714.718333,1274.2,-0.003312839,-0.001529202,0.879979841,0.092426884
648,6/21/18,6760.83,1266.15,0.00684378,-0.006337731,0.879315208,0.092359884
649,6/22/18,6332.573333,1269.15,-0.06543898,0.002366585,0.878639681,0.092371479
650,6/23/18,6141.605833,1269.15,-0.030620439,0,0.879488859,0.09231266
651,6/24/18,6170.46,1269.15,0.004687145,0,0.879184911,0.092241523
652,6/25/18,6211.4475,1268.7,0.006620571,-0.000354631,0.87850983,0.092170549
653,6/26/18,6218.595,1260.3,0.001150036,-0.006642966,0.877838928,0.092099906
654,6/27/18,6097.46,1254.6,-0.019671706,-0.004532991,0.877168306,0.092119897
655,6/28/18,6107.896154,1251.55,0.001710095,-0.002434014,0.87666841,0.092090898
656,6/29/18,5908.7025,1250.45,-0.033156121,-0.000879297,0.875999944,0.092032019
657,6/30/18,6223.28,1250.45,0.051870835,0,0.875757912,0.091963051
658,2007/1/18,6374.754167,1250.45,0.024048429,0,0.875834655,0.091892946
659,2007/2/18,6466.069167,1247.8,0.014222848,-0.002121486,0.875302462,0.091823002
660,2007/3/18,6626.44,1251.75,0.02449933,0.003160572,0.874674227,0.091761821
661,2007/4/18,6593.289167,1255.65,-0.005015368,0.003110795,0.874149993,0.091714178
662,2007/5/18,6603.376667,1255.5,0.001528796,-0.000119467,0.873511827,0.091665922
663,2007/6/18,6555.51,1255.35,-0.007275217,-0.000119481,0.872853136,0.09159656
664,2007/7/18,6594.281667,1255.35,0.005896942,0,0.87223165,0.091527355
665,2007/8/18,6753.559167,1255.35,0.023866791,0,0.871576339,0.091458317
